positivity,sample_size,estimator,method,parameter,type,mean_psi,psi_specific,psi_standard,mean_sd,sd_psi,sd_ratio,se_psi,mean_ci95_length,specific_bias,specific_coverage,standard_bias,standard_coverage,specific_coverage_se,specific_mse,standard_coverage_se,standard_mse
no,1e+05,TMLE,TMLE (RIT),0.04,alpha,0.150044748285685,0.14999628283083,0.14999628283083,0.0021193852988148,0.00215611886572259,0.982963106769401,9.64245670265093e-05,0.00830783771008133,4.84654548550943e-05,0.936,4.84654548550943e-05,0.936,0.0109456840809517,4.6511974634392e-06,0.0109456840809517,4.6511974634392e-06
no,1e+05,IPTW,IPTW (RIT),0.05,alpha,0.150050880106439,0.14999628283083,0.14999628283083,0.0031605415016276,0.00224382558779948,1.40855043226739,0.000100346930879461,0.0123890950296685,5.45972756091476e-05,0.992,5.45972756091476e-05,0.992,0.0039839678713564,5.03773413096764e-06,0.0039839678713564,5.03773413096764e-06
no,1e+05,HAJEK,HAJEK (RIT),0.05,alpha,0.150044936429219,0.14999628283083,0.14999628283083,0.00213791836266213,0.0021577693602266,0.990800222706663,9.64983793846582e-05,0.00838048598540923,4.86535983887312e-05,0.942,4.86535983887312e-05,0.942,0.0104533248299285,4.65833578456889e-06,0.0104533248299285,4.65833578456889e-06
no,1e+05,OSE,OSE (RIT),0.05,alpha,0.150044589587612,0.14999628283083,0.14999628283083,0.00217354344822818,0.00215930458901137,1.00659418744779,9.65670369031332e-05,0.00852013375472047,4.83067567820705e-05,0.942,4.83067567820705e-05,0.942,0.0104533248299285,4.66492985087635e-06,0.0104533248299285,4.66492985087635e-06
no,1e+05,TMLE,TMLE (RIT),0.05,alpha,0.150044748285685,0.14999628283083,0.14999628283083,0.0021193852988148,0.00215611886572259,0.982963106769401,9.64245670265093e-05,0.00830783771008133,4.84654548550943e-05,0.936,4.84654548550943e-05,0.936,0.0109456840809517,4.6511974634392e-06,0.0109456840809517,4.6511974634392e-06
no,1e+05,IPTW,IPTW (Standard),,none,0.150050880106439,0.14999628283083,0.14999628283083,0.0031605415016276,0.00224382558779948,1.40855043226739,0.000100346930879461,0.0123890950296685,5.45972756091476e-05,0.992,5.45972756091476e-05,0.992,0.0039839678713564,5.03773413096764e-06,0.0039839678713564,5.03773413096764e-06
no,1e+05,HAJEK,HAJEK (Standard),,none,0.150044936429219,0.14999628283083,0.14999628283083,0.00213791836266213,0.0021577693602266,0.990800222706663,9.64983793846582e-05,0.00838048598540923,4.86535983887312e-05,0.942,4.86535983887312e-05,0.942,0.0104533248299285,4.65833578456889e-06,0.0104533248299285,4.65833578456889e-06
no,1e+05,OSE,OSE (Standard),,none,0.150044589587612,0.14999628283083,0.14999628283083,0.00217354344822818,0.00215930458901137,1.00659418744779,9.65670369031332e-05,0.00852013375472047,4.83067567820705e-05,0.942,4.83067567820705e-05,0.942,0.0104533248299285,4.66492985087635e-06,0.0104533248299285,4.66492985087635e-06
no,1e+05,TMLE,TMLE (Standard),,none,0.150044748285685,0.14999628283083,0.14999628283083,0.0021193852988148,0.00215611886572259,0.982963106769401,9.64245670265093e-05,0.00830783771008133,4.84654548550943e-05,0.936,4.84654548550943e-05,0.936,0.0109456840809517,4.6511974634392e-06,0.0109456840809517,4.6511974634392e-06
no,1e+05,IPTW,IPTW (Trimmed),1e-06,alpha,0.150050880106439,0.14999628283083,0.14999628283083,0.0031605415016276,0.00224382558779948,1.40855043226739,0.000100346930879461,0.0123890950296685,5.45972756091476e-05,0.992,5.45972756091476e-05,0.992,0.0039839678713564,5.03773413096764e-06,0.0039839678713564,5.03773413096764e-06
no,1e+05,HAJEK,HAJEK (Trimmed),1e-06,alpha,0.150044936429219,0.14999628283083,0.14999628283083,0.00213791836266213,0.0021577693602266,0.990800222706663,9.64983793846582e-05,0.00838048598540923,4.86535983887312e-05,0.942,4.86535983887312e-05,0.942,0.0104533248299285,4.65833578456889e-06,0.0104533248299285,4.65833578456889e-06
no,1e+05,OSE,OSE (Trimmed),1e-06,alpha,0.150044589587612,0.14999628283083,0.14999628283083,0.00217354344822818,0.00215930458901137,1.00659418744779,9.65670369031332e-05,0.00852013375472047,4.83067567820705e-05,0.942,4.83067567820705e-05,0.942,0.0104533248299285,4.66492985087635e-06,0.0104533248299285,4.66492985087635e-06
no,1e+05,TMLE,TMLE (Trimmed),1e-06,alpha,0.150044748285685,0.14999628283083,0.14999628283083,0.0021193852988148,0.00215611886572259,0.982963106769401,9.64245670265093e-05,0.00830783771008133,4.84654548550943e-05,0.936,4.84654548550943e-05,0.936,0.0109456840809517,4.6511974634392e-06,0.0109456840809517,4.6511974634392e-06
no,1e+05,IPTW,IPTW (Trimmed),0.01,alpha,0.150050880106439,0.14999628283083,0.14999628283083,0.0031605415016276,0.00224382558779948,1.40855043226739,0.000100346930879461,0.0123890950296685,5.45972756091476e-05,0.992,5.45972756091476e-05,0.992,0.0039839678713564,5.03773413096764e-06,0.0039839678713564,5.03773413096764e-06
